0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000278e-02
8.919821447664046327e-04 9.058053330922629515e-03 5.039460448233849116e-02
1.793932314992754138e-03 1.046848315841533358e-02 5.080492723752929457e-02
2.707698606745453061e-03 1.036440333598821414e-02 5.123183717151751082e-02
3.634157704117001522e-03 1.026150379324982688e-02 5.167626302955065365e-02
4.574363913968838673e-03 1.015988928445581141e-02 5.213919823886840887e-02
5.529446317502352895e-03 1.005970269797477716e-02 5.262170613711875111e-02
6.500615379678095773e-03 9.961128112272826102e-03 5.312492560789038032e-02
7.489170187811655839e-03 9.864394341140992478e-03 5.365007713813187140e-02
8.496506373521403935e-03 9.769779031640914851e-03 5.419846930644032362e-02
9.524124773535810190e-03 9.677613386533922765e-03 5.477150570210954916e-02
1.057364088479238046e-02 9.588287591928973744e-03 5.537069226184170023e-02
1.164679516712802988e-02 9.502257040409581995e-03 5.599764499290225267e-02
1.274546424180720942e-02 9.420049449745438591e-03 5.665409802664340272e-02
1.387167302501679869e-02 9.342272987072363505e-03 5.734191191270552462e-02
1.502760782077999790e-02 9.269625517525794875e-03 5.806308201926971280e-02
1.621563037556750242e-02 9.202905103823126251e-03 5.881974684527499497e-02
1.743829286473036130e-02 9.143021887872465961e-03 5.961419597258359182e-02
1.869835373560493202e-02 9.091011485234905612e-03 6.044887728488429479e-02
1.999879426983526554e-02 9.048050015524760487e-03 6.132640294998060321e-02
2.134283564334563815e-02 9.015470872956969986e-03 6.224955349646897618e-02
2.273395615078619911e-02 8.994783306359079716e-03 6.322127910746676294e-02
2.417590811561807704e-02 8.987692820647024544e-03 6.424469699561433100e-02
2.567273382012542904e-02 8.996123323819344569e-03 6.532308340842413186e-02
2.722877955427114097e-02 9.022240814791027130e-03 6.645985843694085515e-02
2.884870659208337365e-02 9.068478225787364108e-03 6.765856136440630275e-02
3.053749755538784014e-02 9.137560785027970880e-03 6.892281380507851718e-02
3.230045621859947702e-02 9.232530937290022582e-03 7.025626737139985256e-02
3.414319835537728970e-02 9.356771440011037860e-03 7.166253211820219904e-02
3.607163075281034914e-02 9.514024735410899977e-03 7.314508162654488610e-02
3.809191506657086390e-02 9.708406091664950957e-03 7.470713043253932040e-02
4.021041283375224179e-02 9.944407336733232169e-03 7.635147975831936551e-02
4.243360780484929651e-02 1.022688733782655887e-02 7.808032840265206886e-02
4.476800194357475476e-02 1.056104481298850151e-02 7.989504748719493399e-02
4.721998214216407280e-02 1.095236875812754737e-02 8.179592083683781545e-02
4.979565608650211861e-02 1.140656194658148243e-02 8.378185734865532808e-02
5.250065792131387854e-02 1.192943385911355604e-02 8.585008784744656285e-02
5.533992745504134891e-02 1.252676127124708640e-02 8.799586636945862239e-02
5.831747047683327051e-02 1.320411771425786598e-02 9.021220377179488270e-02
6.143611195966194871e-02 1.396667709099677461e-02 9.248966859937725327e-02
6.469725784688531989e-02 1.481900151547145897e-02 9.481629421195909846e-02
6.810068390196472032e-02 1.576482823341664175e-02 9.717762994693379675e-02
7.164437083385472027e-02 1.680687422685683829e-02 9.955696559597283779e-02
7.532440290702975549e-02 1.794667865120549988e-02 1.019357419800763082e-01
7.913494233153969826e-02 1.918450167501220549e-02 1.042941372641278119e-01
8.306828443534085282e-02 2.051929328896804142e-02 1.066117925803516525e-01
8.711499015569451609e-02 2.194873780178801387e-02 1.088686170389010222e-01
9.126408434798284619e-02 2.346937047405690466e-02 1.110455970807224940e-01
9.550330233225859389e-02 2.507675396488531078e-02 1.131255324976494919e-01
9.981936399746942079e-02 2.676569578577111391e-02 1.150936322317486493e-01
1.041982549041945011e-01 2.853048492142929923e-02 1.169379246064259498e-01
1.086254966633217328e-01 3.036512639156780519e-02 1.186494636480625586e-01
1.130863934258801717e-01 3.226355611226815884e-02 1.202223395635628744e-01
1.175662464715642591e-01 3.421982375554691314e-02 1.216535222792084342e-01
1.220505336773243799e-01 3.622823708765196549e-02 1.229425795183019116e-01
1.265250544714807135e-01 3.828346643350185458e-02 1.240913149425185991e-01
1.309760434862028422e-01 4.038061183996814740e-02 1.251033689847594332e-01
1.353902575524601470e-01 4.251523799829445838e-02 1.259838176312952363e-01
1.397550411494800637e-01 4.468338315899194474e-02 1.267387950684859821e-01
1.440583752036360965e-01 4.688154842780806186e-02 1.273751567739662138e-01
1.482889134984065882e-01 4.910667331323765455e-02 1.279001915578394377e-01
1.524360101272902446e-01 5.135610251421351274e-02 1.283213848223879461e-01
1.564897405534423358e-01 5.362754792737087217e-02 1.286462309831380435e-01
1.604409180341111185e-01 5.591904887287986459e-02 1.288820903528007655e-01
1.642811064799389043e-01 5.822893267376097470e-02 1.290360844726743395e-01
1.680026302716748632e-01 6.055577701258215567e-02 1.291150235051495287e-01
1.715985811516996251e-01 6.289837493533967372e-02 1.291253595428440426e-01
1.750628220345562813e-01 6.525570296056554254e-02 1.290731602825001822e-01
1.783899874226137217e-01 6.762689245947979544e-02 1.289640982663018132e-01
1.815754800506100830e-01 7.001120427572692095e-02 1.288034516844321631e-01
1.846154633962541480e-01 7.240800642808681298e-02 1.285961134847273257e-01
1.875068497642125853e-01 7.481675466710643874e-02 1.283466062079806902e-01
1.902472837600529820e-01 7.723697562125164673e-02 1.280591005444249031e-01
1.928351211032485746e-01 7.966825225792012466e-02 1.277374360865497493e-01
1.952694028704400342e-01 8.211021139057632368e-02 1.273851431424387060e-01
1.975498254002366061e-01 8.456251297894960828e-02 1.270054647829974293e-01
1.996767062196553588e-01 8.702484099020864339e-02 1.266013785379026535e-01
2.016509464628594150e-01 8.949689561226349677e-02 1.261756173406613224e-01
2.034739903404276518e-01 9.197838663388836766e-02 1.257306894635944194e-01
2.051477822793366101e-01 9.446902782898967954e-02 1.252688972881658425e-01
2.066747223894247198e-01 9.696853220337296742e-02 1.247923548326757420e-01
2.080576209222228801e-01 9.947660798144468408e-02 1.243030040143207476e-01
2.092996523748552329e-01 1.019929552273083073e-01 1.238026296611238197e-01
2.104043098583707194e-01 1.045172630097078031e-01 1.232928733153141193e-01
2.113753603000964598e-01 1.070492070333494000e-01 1.227752458865649238e-01
2.122168009874305650e-01 1.095884476704551136e-01 1.222511392235263311e-01
2.129328178899378698e-01 1.121346283361460139e-01 1.217218366771963128e-01
2.135277461214788175e-01 1.146873741596035889e-01 1.211885227312811397e-01
2.140060328277912094e-01 1.172462909100846218e-01 1.206522917738745843e-01
2.143722027103571459e-01 1.198109641429339206e-01 1.201141560823300314e-01
2.146308263268528471e-01 1.223809585358945073e-01 1.195750530896983327e-01
2.147864912437539020e-01 1.249558173903869418e-01 1.190358519969844514e-01
2.148437760589549383e-01 1.275350622761331765e-01 1.184973597910441434e-01
2.148072272622630341e-01 1.301181928006356070e-01 1.179603267234158454e-01
2.146813388596077454e-01 1.327046864876737786e-01 1.174254513009113793e-01
2.144705346526916134e-01 1.352939987512246645e-01 1.168933848344721194e-01
