0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000278e-02
8.624221459686738384e-04 9.087621015690409629e-03 5.036503681710298441e-02
1.733122867066666647e-03 1.050282194334048111e-02 5.074405483910983394e-02
2.613765461209367237e-03 1.039838975824865230e-02 5.113779295144662423e-02
3.505090438961010538e-03 1.029512237134271035e-02 5.154703871838726970e-02
4.407996424475761794e-03 1.019310871596007355e-02 5.197263220140727058e-02
5.323442442960195711e-03 1.009247001289424565e-02 5.241547008021010812e-02
6.252453072316283868e-03 9.993362040461391607e-03 5.287651009620485121e-02
7.196124075822679655e-03 9.895977767617209625e-03 5.335677583445251615e-02
8.155628558719024007e-03 9.800550394905863105e-03 5.385736185766325929e-02
9.132223693690223396e-03 9.707356853886647471e-03 5.437943920154330452e-02
1.012725806178891783e-02 9.616721822109984205e-03 5.492426123445356967e-02
1.114217965596248777e-02 9.529022317671418524e-03 5.549316987528986334e-02
1.217854459363283681e-02 9.444692944782527577e-03 5.608760215087781748e-02
1.323802658213610144e-02 9.364231869513035128e-03 5.670909705691178776e-02
1.432242717550445688e-02 9.288207612631131302e-03 5.735930266318051834e-02
1.543368685206853060e-02 9.217266753910088872e-03 5.803998337278338387e-02
1.657389692838747222e-02 9.152142648794030916e-03 5.875302720408779461e-02
1.774531230442146293e-02 9.093665263071518470e-03 5.950045291064141179e-02
1.895036500555031395e-02 9.042772232978982597e-03 6.028441668487788396e-02
2.019167844638498910e-02 9.000521255253919606e-03 6.110721810234509555e-02
2.147208228607696764e-02 8.968103901762529070e-03 6.197130484978066040e-02
2.279462767108612203e-02 8.946860933321700363e-03 6.287927563749896864e-02
2.416260256450322372e-02 8.938299153111218392e-03 6.383388051867162905e-02
2.557954673577921348e-02 8.944109786323149389e-03 6.483801761963557675e-02
2.704926582539350990e-02 8.966188292745400773e-03 6.589472502161772272e-02
2.857584369990191775e-02 9.006655404688418756e-03 6.700716622262184452e-02
3.016365206904030732e-02 9.067879024536892527e-03 6.817860725031482660e-02
3.181735604532461709e-02 9.152496403813955780e-03 6.941238310157861469e-02
3.354191398919299794e-02 9.263435748634824690e-03 7.071185077280901787e-02
3.534256960748528853e-02 9.403936046409903590e-03 7.208032575572548284e-02
3.722483387911023484e-02 9.577563482324451954e-03 7.352099857036542563e-02
3.919445400389426348e-02 9.788222317976005837e-03 7.503682778755312033e-02
4.125736626442264715e-02 1.004015756146883417e-02 7.663040619583721957e-02
4.341962953704670697e-02 1.033794621568915120e-02 7.830379747519702893e-02
4.568733629501237764e-02 1.068647343019462313e-02 8.005834217201686365e-02
4.806649844453298598e-02 1.109088962318158060e-02 8.189443416130406939e-02
5.056290636284531403e-02 1.155654474539103554e-02 8.381127233130349075e-02
5.318196118554519014e-02 1.208889651903957002e-02 8.580659701133531991e-02
5.592848277496725862e-02 1.269339089182399544e-02 8.787642652844912527e-02
5.880649882858533795e-02 1.337531523194432533e-02 9.001481569685192141e-02
6.181902401755706017e-02 1.413962795438231806e-02 9.221366401864805606e-02
6.496784143426481695e-02 1.499077209375536922e-02 9.446260543119579245e-02
6.825330134122511994e-02 1.593248433262376557e-02 9.674901180201309070e-02
7.167415353200484729e-02 1.696761440091087633e-02 9.905813738790075762e-02
7.522742890911990332e-02 1.809797168306985157e-02 1.013734202132768047e-01
