#    K_vals=np.linspace(0.1,0.115,100)
#    n=3.
#    u0=0.1
#    tstart=0.
#    tstop=200.
#    dt=0.01
#    cutoff=2000
#    u=np.array([0.0,0.0,0.05])
  0.100758   0.467580
  0.100758   0.497102
  0.100758   0.403594
  0.100758   0.504916
  0.100909   0.356978
  0.100909   0.477161
  0.100909   0.483254
  0.100909   0.468521
  0.101061   0.507266
  0.101061   0.264429
  0.101061   0.367006
  0.101061   0.482672
  0.101212   0.478906
  0.101212   0.479035
  0.101212   0.477755
  0.101212   0.480316
  0.101364   0.501758
  0.101364   0.356394
  0.101364   0.475369
  0.101364   0.485078
  0.101515   0.504157
  0.101515   0.325049
  0.101515   0.445755
  0.101515   0.507555
  0.101667   0.507342
  0.101667   0.261710
  0.101667   0.361137
  0.101667   0.476417
  0.101818   0.504938
  0.101818   0.309793
  0.101818   0.427589
  0.101818   0.507620
  0.101970   0.472993
  0.101970   0.486246
  0.101970   0.456674
  0.101970   0.501752
  0.102121   0.287120
  0.102121   0.397424
  0.102121   0.497960
  0.102121   0.396040
  0.102273   0.278077
  0.102273   0.384182
  0.102273   0.490611
  0.102273   0.440465
  0.102424   0.495631
  0.102424   0.410953
  0.102424   0.502753
  0.102424   0.344870
  0.102576   0.475437
  0.102576   0.481564
  0.102576   0.468295
  0.102576   0.490578
  0.102727   0.437375
  0.102727   0.505305
  0.102727   0.304707
  0.102727   0.418756
  0.102879   0.427459
  0.102879   0.504700
  0.102879   0.315460
  0.102879   0.431148
  0.103030   0.432041
  0.103030   0.504618
  0.103030   0.316586
  0.103030   0.432005
  0.103182   0.351135
  0.103182   0.465836
  0.103182   0.492069
  0.103182   0.429821
  0.103333   0.478370
  0.103333   0.474155
  0.103333   0.480684
  0.103333   0.468283
  0.103485   0.500421
  0.103485   0.370686
  0.103485   0.479867
  0.103485   0.470658
  0.103636   0.467200
  0.103636   0.488826
  0.103636   0.442994
  0.103636   0.502092
  0.103788   0.426221
  0.103788   0.502178
  0.103788   0.350352
  0.103788   0.463437
  0.103939   0.425901
  0.103939   0.501729
  0.103939   0.355437
  0.103939   0.467243
  0.104091   0.466406
  0.104091   0.488987
  0.104091   0.441198
  0.104091   0.501164
  0.104242   0.381593
  0.104242   0.484647
  0.104242   0.456581
  0.104242   0.495544
  0.104394   0.414080
  0.104394   0.498243
  0.104394   0.388787
  0.104394   0.488199
  0.104545   0.423392
  0.104545   0.499757
  0.104545   0.375043
  0.104545   0.479785
  0.104697   0.445784
  0.104697   0.498591
  0.104697   0.384312
  0.104697   0.484950
  0.104848   0.458833
  0.104848   0.492509
  0.104848   0.423578
  0.104848   0.498960
  0.105000   0.417019
  0.105000   0.497323
  0.105000   0.394606
  0.105000   0.489412
  0.105000   0.438193
  0.105152   0.403658
  0.105152   0.492834
  0.105152   0.422266
  0.105152   0.497948
  0.105152   0.389427
  0.105303   0.384744
  0.105303   0.483527
  0.105303   0.456763
  0.105303   0.492534
  0.105303   0.422353
  0.105455   0.400900
  0.105455   0.490927
  0.105455   0.430594
  0.105455   0.497986
  0.105455   0.388215
  0.105606   0.449334
  0.105606   0.495081
  0.105606   0.407592
  0.105606   0.493012
  0.105606   0.420158
  0.105758   0.434645
  0.105758   0.497203
  0.105758   0.393367
  0.105758   0.486770
  0.105758   0.445792
  0.105909   0.441500
  0.105909   0.496181
  0.105909   0.399980
  0.105909   0.489313
  0.105909   0.436116
  0.106061   0.438462
  0.106061   0.496165
  0.106061   0.399886
  0.106061   0.488874
  0.106061   0.437442
  0.106212   0.495908
  0.106212   0.401262
  0.106212   0.489027
  0.106212   0.436438
  0.106364   0.495569
  0.106364   0.403090
  0.106364   0.489340
  0.106364   0.434790
  0.106515   0.495194
  0.106515   0.405153
  0.106515   0.489706
  0.106515   0.432913
  0.106667   0.494733
  0.106667   0.407554
  0.106667   0.490141
  0.106667   0.430689
  0.106818   0.494155
  0.106818   0.410605
  0.106818   0.490718
  0.106818   0.427821
  0.106970   0.493368
  0.106970   0.414577
  0.106970   0.491435
  0.106970   0.424199
  0.107121   0.492600
  0.107121   0.418151
  0.107121   0.491879
  0.107121   0.421683
  0.107273   0.492088
  0.107273   0.420227
  0.107273   0.491897
  0.107273   0.421185
  0.107424   0.491751
  0.107424   0.421425
  0.107424   0.491702
  0.107424   0.421640
  0.107576   0.491467
  0.107576   0.422344
  0.107576   0.491460
  0.107576   0.422378
  0.107727   0.491190
  0.107727   0.423188
  0.107727   0.491178
  0.107727   0.423196
  0.107879   0.490901
  0.107879   0.424024
  0.107879   0.490907
  0.107879   0.424029
  0.108030   0.490606
  0.108030   0.424870
  0.108030   0.490613
  0.108030   0.424862
  0.108182   0.490312
  0.108182   0.425718
  0.108182   0.490306
  0.108182   0.425721
  0.108333   0.490006
  0.108333   0.426580
  0.108333   0.490005
  0.108333   0.426579
  0.108485   0.489688
  0.108485   0.427451
  0.108485   0.489689
  0.108485   0.427449
  0.108636   0.489360
  0.108636   0.428324
  0.108636   0.489358
  0.108636   0.428331
  0.108788   0.489020
  0.108788   0.429224
  0.108788   0.489014
  0.108788   0.429220
  0.108939   0.488668
  0.108939   0.430124
  0.108939   0.488657
  0.108939   0.430124
  0.109091   0.488304
  0.109091   0.431033
  0.109091   0.488296
  0.109091   0.431040
  0.109242   0.487926
  0.109242   0.431969
  0.109242   0.487921
  0.109242   0.431964
  0.109394   0.487534
  0.109394   0.432912
  0.109394   0.487532
  0.109394   0.432913
  0.109545   0.487124
  0.109545   0.433865
  0.109545   0.487126
  0.109545   0.433863
  0.109697   0.486697
  0.109697   0.434837
  0.109697   0.486703
  0.109697   0.434843
  0.109848   0.486257
  0.109848   0.435835
  0.109848   0.486262
  0.109848   0.435836
  0.110000   0.485802
  0.110000   0.436848
  0.110000   0.485801
  0.110000   0.436837
  0.110152   0.485323
  0.110152   0.437878
  0.110152   0.485318
  0.110152   0.437879
  0.110303   0.484818
  0.110303   0.438927
  0.110303   0.484811
  0.110303   0.438935
  0.110455   0.484284
  0.110455   0.440012
  0.110455   0.484278
  0.110455   0.440006
  0.110606   0.483718
  0.110606   0.441127
  0.110606   0.483718
  0.110606   0.441126
  0.110758   0.483133
  0.110758   0.442268
  0.110758   0.483129
  0.110758   0.442267
  0.110909   0.482509
  0.110909   0.443440
  0.110909   0.482503
  0.110909   0.443441
  0.111061   0.481841
  0.111061   0.444665
  0.111061   0.481834
  0.111061   0.444667
  0.111212   0.481124
  0.111212   0.445936
  0.111212   0.481113
  0.111212   0.445930
  0.111364   0.480348
  0.111364   0.447260
  0.111364   0.480342
  0.111364   0.447260
  0.111515   0.479499
  0.111515   0.448659
  0.111515   0.479502
  0.111515   0.448662
  0.111667   0.478558
  0.111667   0.450154
  0.111667   0.478558
  0.111667   0.450152
  0.111818   0.477503
  0.111818   0.451774
  0.111818   0.477511
  0.111818   0.451762
  0.111970   0.476303
  0.111970   0.453546
  0.111970   0.476312
  0.111970   0.453532
  0.112121   0.474914
  0.112121   0.455479
  0.112121   0.474916
  0.112121   0.455471
  0.112273   0.473339
  0.112273   0.457512
  0.112273   0.473331
  0.112273   0.457526
  0.112424   0.471658
  0.112424   0.459497
  0.112424   0.471620
  0.112424   0.459552
  0.112576   0.470001
  0.112576   0.461246
  0.112576   0.469930
  0.112576   0.461335
  0.112727   0.468536
  0.112727   0.462592
  0.112727   0.468450
  0.112727   0.462699
  0.112879   0.467339
  0.112879   0.463526
  0.112879   0.467252
  0.112879   0.463628
  0.113030   0.466429
  0.113030   0.464089
  0.113030   0.466346
  0.113030   0.464176
  0.113182   0.465746
  0.113182   0.464379
  0.113182   0.465685
  0.113182   0.464432
  0.113333   0.465229
  0.113333   0.464475
  0.113333   0.465187
  0.113333   0.464514
  0.113485   0.464844
  0.113485   0.464440
  0.113485   0.464819
  0.113485   0.464469
  0.113636   0.464529
  0.113636   0.464345
  0.113636   0.464513
  0.113636   0.464352
  0.113788   0.464260
  0.113788   0.464184
  0.113788   0.464252
  0.113788   0.464198
  0.113939   0.464015
  0.113939   0.464011
  0.113939   0.464017
  0.113939   0.464002
  0.113939   0.464017
  0.114091   0.463788
  0.114091   0.463810
