  0.100000   0.013536        30
  0.100000   0.013560        30
  0.100000   0.013549        30
  0.100000   0.013612        30
  0.100000   0.013531        30
  0.100000   0.013538        30
  0.100000   0.013561        30
  0.100000   0.013555        30
  0.100000   0.013618        30
  0.100000   0.013578        30
  0.100000   0.013634        30
  0.100000   0.013471        30
  0.100000   0.013526        30
  0.100000   0.013483        30
  0.100000   0.013577        30
  0.100000   0.013625        30
  0.100000   0.013580        30
  0.100000   0.013510        30
  0.100000   0.013598        30
  0.100000   0.013525        30
  0.100000   0.013536        30
  0.100000   0.013560        30
  0.100000   0.013549        30
  0.100000   0.013612        30
  0.100000   0.013531        30
  0.100000   0.013538        30
  0.100000   0.013561        30
  0.100000   0.013555        30
  0.100000   0.013618        30
  0.100000   0.013578        30
  0.100306   0.013607        30
  0.100306   0.013598        30
  0.100306   0.013572        30
  0.100306   0.013579        30
  0.100306   0.013511        30
  0.100306   0.013545        30
  0.100306   0.013609        30
  0.100306   0.013641        30
  0.100306   0.013666        30
  0.100306   0.013604        30
  0.100306   0.013598        30
  0.100306   0.013572        30
  0.100306   0.013579        30
  0.100306   0.013512        30
  0.100306   0.013546        30
  0.100306   0.013609        30
  0.100306   0.013642        30
  0.100306   0.013542        30
  0.100306   0.013607        30
  0.100306   0.013594        30
  0.100306   0.013564        30
  0.100306   0.013688        30
  0.100306   0.013612        30
  0.100306   0.013643        30
  0.100306   0.013542        30
  0.100306   0.013607        30
  0.100306   0.013598        30
  0.100306   0.013572        30
  0.100306   0.013579        30
  0.100306   0.013511        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100612   0.013676        30
  0.100918   0.013661        30
  0.100918   0.013739        30
  0.100918   0.013708        30
  0.100918   0.013646        30
  0.100918   0.013661        30
  0.100918   0.013739        30
  0.100918   0.013708        30
  0.100918   0.013646        30
  0.100918   0.013661        30
  0.100918   0.013739        30
  0.100918   0.013708        30
  0.100918   0.013646        30
  0.100918   0.013661        30
  0.100918   0.013739        30
  0.100918   0.013708        30
  0.100918   0.013646        30
  0.100918   0.013661        30
  0.100918   0.013739        30
  0.100918   0.013708        30
  0.100918   0.013646        30
  0.100918   0.013661        30
  0.100918   0.013739        30
  0.100918   0.013708        30
  0.100918   0.013646        30
  0.100918   0.013661        30
  0.100918   0.013739        30
  0.100918   0.013708        30
  0.100918   0.013646        30
  0.100918   0.013661        30
  0.100918   0.013739        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101224   0.013630        30
  0.101224   0.013676        30
  0.101531   0.013699        30
  0.101531   0.013759        30
  0.101531   0.013744        30
  0.101531   0.013665        30
  0.101531   0.013695        30
  0.101531   0.013757        30
  0.101531   0.013743        30
  0.101531   0.013664        30
  0.101531   0.013694        30
  0.101531   0.013715        30
  0.101531   0.013654        30
  0.101531   0.013811        30
  0.101531   0.013701        30
  0.101531   0.013761        30
  0.101531   0.013745        30
  0.101531   0.013670        30
  0.101531   0.013702        30
  0.101531   0.013764        30
  0.101531   0.013795        30
  0.101531   0.013810        30
  0.101531   0.013699        30
  0.101531   0.013759        30
  0.101531   0.013744        30
  0.101531   0.013665        30
  0.101531   0.013695        30
  0.101531   0.013757        30
  0.101531   0.013743        30
  0.101531   0.013664        30
  0.101531   0.013694        30
  0.101531   0.013715        30
  0.101837   0.013762        30
  0.101837   0.013792        30
  0.101837   0.013888        30
  0.101837   0.013789        30
  0.101837   0.013761        30
  0.101837   0.013792        30
  0.101837   0.013762        30
  0.101837   0.013792        30
  0.101837   0.013888        30
  0.101837   0.013789        30
  0.101837   0.013761        30
  0.101837   0.013792        30
  0.101837   0.013762        30
  0.101837   0.013792        30
  0.101837   0.013888        30
  0.101837   0.013789        30
  0.101837   0.013761        30
  0.101837   0.013792        30
  0.101837   0.013762        30
  0.101837   0.013792        30
  0.101837   0.013888        30
  0.101837   0.013789        30
  0.101837   0.013761        30
  0.101837   0.013792        30
  0.101837   0.013762        30
  0.101837   0.013792        30
  0.101837   0.013888        30
  0.101837   0.013789        30
  0.101837   0.013761        30
  0.101837   0.013792        30
  0.102143   0.013716        30
  0.102143   0.013793        30
  0.102143   0.013762        30
  0.102143   0.013864        30
  0.102143   0.013799        30
  0.102143   0.013811        30
  0.102143   0.013843        30
  0.102143   0.013716        30
  0.102143   0.013793        30
  0.102143   0.013762        30
  0.102143   0.013864        30
  0.102143   0.013799        30
  0.102143   0.013811        30
  0.102143   0.013843        30
  0.102143   0.013716        30
  0.102143   0.013793        30
  0.102143   0.013762        30
  0.102143   0.013864        30
  0.102143   0.013799        30
  0.102143   0.013811        30
  0.102143   0.013843        30
  0.102143   0.013716        30
  0.102143   0.013793        30
  0.102143   0.013762        30
  0.102143   0.013864        30
  0.102143   0.013799        30
  0.102143   0.013811        30
  0.102143   0.013843        30
  0.102143   0.013716        30
  0.102143   0.013793        30
  0.102449   0.013824        31
  0.102449   0.013780        31
  0.102449   0.013828        31
  0.102449   0.013780        31
  0.102449   0.013828        31
  0.102449   0.013906        31
  0.102449   0.013824        31
  0.102449   0.013779        31
  0.102449   0.013828        31
  0.102449   0.013907        31
  0.102449   0.013824        31
  0.102449   0.013780        31
  0.102449   0.013828        31
  0.102449   0.013780        31
  0.102449   0.013828        31
  0.102449   0.013906        31
  0.102449   0.013824        31
  0.102449   0.013779        31
  0.102449   0.013828        31
  0.102449   0.013907        31
  0.102449   0.013824        31
  0.102449   0.013780        31
  0.102449   0.013828        31
  0.102449   0.013780        31
  0.102449   0.013828        31
  0.102449   0.013906        31
  0.102449   0.013824        31
  0.102449   0.013779        31
  0.102449   0.013828        31
  0.102449   0.013907        31
  0.102449   0.013824        31
  0.102755   0.013817        31
  0.102755   0.013847        31
  0.102755   0.013862        31
  0.102755   0.013917        31
  0.102755   0.013899        31
  0.102755   0.013817        31
  0.102755   0.013847        31
  0.102755   0.013862        31
  0.102755   0.013917        31
  0.102755   0.013899        31
  0.102755   0.013817        31
  0.102755   0.013847        31
  0.102755   0.013862        31
  0.102755   0.013917        31
  0.102755   0.013899        31
  0.102755   0.013817        31
  0.102755   0.013847        31
  0.102755   0.013862        31
  0.102755   0.013917        31
  0.102755   0.013899        31
  0.102755   0.013817        31
