0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000278e-02
5.315246501940028637e-03 8.263323834644085986e-04 5.481632988452300737e-02
1.125917960137974051e-02 8.374315448441937678e-04 6.023700573987823825e-02
1.779231009462398094e-02 9.095287868755326651e-04 6.611619182813023576e-02
2.483043091139720132e-02 1.097245588273152578e-03 7.214406777120102587e-02
3.226013009106073332e-02 1.441526041984816063e-03 7.788853368574980007e-02
3.996274027285300762e-02 1.951609800169056431e-03 8.293700517079020951e-02
4.783428856422981129e-02 2.607388077899544434e-03 8.704550231084272338e-02
5.579421488802322610e-02 3.375527308255237870e-03 9.017848570462985713e-02
6.378451063285187073e-02 4.223998114615106110e-03 9.244265185399705431e-02
7.176466077803622667e-02 5.128373464101831924e-03 9.399884304551538172e-02
7.970629821200825305e-02 6.072171930623285370e-03 9.500508669265765593e-02
8.758904093984552774e-02 7.045018032604606628e-03 9.559357725048796273e-02
9.539762258101298908e-02 8.040666383894784150e-03 9.586704205095737674e-02
1.031200084971253400e-01 9.055506999666297283e-03 9.590269774887051624e-02
1.107461749857480554e-01 1.008756952316627702e-02 9.575787769923187198e-02
1.182673144591625536e-01 1.113589458835487558e-02 9.547511139035641525e-02
1.256753117101058193e-01 1.220014530373545597e-02 9.508610994424410157e-02
1.329623945455259970e-01 1.328036841781231152e-02 9.461471623701175893e-02
1.401208993145150183e-01 1.437684713598740352e-02 9.407903517046854736e-02
1.471431148455778493e-01 1.549000987495133611e-02 9.349295901824689059e-02
1.540211823600148577e-01 1.662037329600364946e-02 9.286725987343445732e-02
1.607470375269967056e-01 1.776850650227966913e-02 9.221037595741694848e-02
1.673123861003282531e-01 1.893500841656436603e-02 9.152898188258958012e-02
1.737087077933924806e-01 2.012049343819164240e-02 9.082840594272673096e-02
1.799272849565319854e-01 2.132558233928329508e-02 9.011293840165106317e-02
1.859592536666229423e-01 2.255089649551716979e-02 8.938606148662305018e-02
1.917956752939261600e-01 2.379705424579811601e-02 8.865062264058666541e-02
