1.000000000000000056e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.019713284624084171e-01 9.940628555467638863e-03 8.393997149135877522e-03 8.378589560228476925e-06
1.058773937105272761e-01 1.978298507905288522e-02 1.087955202586358971e-02 1.506042291621003067e-05
1.106499972739499321e-01 2.952846041974181365e-02 1.143667882384105834e-02 2.074844358313739686e-05
1.155654604628883475e-01 3.917793576959711921e-02 1.157135582833764345e-02 2.568337863814666231e-05
1.204677186806583367e-01 4.873222112690833024e-02 1.157462770674775113e-02 2.999958841890012752e-05
1.253047189519119753e-01 5.819213156051089575e-02 1.152510942499430056e-02 3.379603260512050068e-05
1.300543026552462011e-01 6.755849587137778556e-02 1.145071689356097488e-02 3.715104312939487553e-05
1.347055908654267165e-01 7.683215460800491003e-02 1.136335420054328076e-02 4.012815297785911225e-05
1.392527693936518318e-01 8.601395649244431008e-02 1.126879250072299228e-02 4.277955331690384258e-05
1.436925931334630258e-01 9.510475510061666693e-02 1.117010672103383763e-02 4.514851569855792175e-05
1.480232448364696418e-01 1.041054061372693462e-01 1.106905773855781927e-02 4.727119832303683470e-05
1.522437601879346181e-01 1.130167652860546573e-01 1.096671267249467105e-02 4.917802977409486064e-05
1.563537155737174944e-01 1.218396865372656512e-01 1.086374819837346122e-02 5.089478503782488472e-05
1.603530480069290665e-01 1.305750208930757106e-01 1.076060946650429437e-02 5.244343109936236354e-05
1.642419460296665190e-01 1.392236153658528708e-01 1.065759823195172769e-02 5.384279725733686695e-05
1.680207808327000285e-01 1.477863122028434673e-01 1.055492410945152448e-02 5.510911062701281000e-05
1.716900612102916224e-01 1.562639482858212414e-01 1.045273561296730831e-02 5.625642702770413647e-05
1.752504031877830937e-01 1.646573546664422127e-01 1.035113961920706115e-02 5.729698004094148226e-05
1.787025089797119326e-01 1.729673562073638926e-01 1.025021394790440361e-02 5.824146559229534956e-05
1.820471520492829010e-01 1.811947713062429521e-01 1.015001571248070993e-02 5.909927537826231209e-05
1.852851662548669065e-01 1.893404116850445351e-01 1.005058699533479399e-02 5.987868944062767391e-05
1.884174377916885690e-01 1.974050822311087527e-01 9.951958786812866928e-03 6.058703591164125627e-05
1.914448990796102923e-01 2.053895808794546918e-01 9.854153771115896007e-03 6.123082422004903151e-05
