#    K_vals=np.linspace(0.1,0.115,100)
#    n=3.
#    u0=0.1
#    tstart=0.
#    tstop=300.
#    dt=0.01
#    cutoff=2000
#    u=np.array([0.0,0.0,0.05])
  0.100758   0.459037
  0.100758   0.504154
  0.100758   0.322209
  0.100758   0.444929
  0.100909   0.285336
  0.100909   0.398385
  0.100909   0.501791
  0.100909   0.359111
  0.101061   0.434364
  0.101061   0.510061
  0.101061   0.185371
  0.101061   0.237235
  0.101061   0.306214
  0.101212   0.457097
  0.101212   0.503598
  0.101212   0.331055
  0.101212   0.452898
  0.101212   0.506092
  0.101364   0.240119
  0.101364   0.326987
  0.101364   0.444640
  0.101364   0.508213
  0.101515   0.227433
  0.101515   0.305429
  0.101515   0.417719
  0.101515   0.506764
  0.101515   0.276434
  0.101667   0.327542
  0.101667   0.444352
  0.101667   0.507431
  0.101667   0.259818
  0.101667   0.358180
  0.101818   0.340744
  0.101818   0.457785
  0.101818   0.501968
  0.101818   0.353509
  0.101818   0.471723
  0.101970   0.468519
  0.101970   0.492696
  0.101970   0.429570
  0.101970   0.507422
  0.102121   0.495787
  0.102121   0.412379
  0.102121   0.504002
  0.102121   0.327227
  0.102121   0.446274
  0.102273   0.486915
  0.102273   0.454899
  0.102273   0.501863
  0.102273   0.354472
  0.102424   0.506104
  0.102424   0.289571
  0.102424   0.399919
  0.102424   0.498234
  0.102576   0.468793
  0.102576   0.490683
  0.102576   0.437922
  0.102576   0.505677
  0.102727   0.501673
  0.102727   0.356416
  0.102727   0.471465
  0.102727   0.487007
  0.102727   0.452071
  0.102879   0.309368
  0.102879   0.423993
  0.102879   0.504253
  0.102879   0.322803
  0.102879   0.439356
  0.103030   0.316607
  0.103030   0.432030
  0.103030   0.504614
  0.103030   0.316594
  0.103030   0.432010
  0.103182   0.332083
  0.103182   0.448194
  0.103182   0.502334
  0.103182   0.348071
  0.103333   0.408825
  0.103333   0.499606
  0.103333   0.379056
  0.103333   0.485660
  0.103485   0.335123
  0.103485   0.450342
  0.103485   0.500810
  0.103485   0.365223
  0.103636   0.496779
  0.103636   0.400441
  0.103636   0.495705
  0.103636   0.409311
  0.103788   0.502240
  0.103788   0.349549
  0.103788   0.462751
  0.103788   0.493083
  0.103939   0.495613
  0.103939   0.407854
  0.103939   0.497628
  0.103939   0.394800
  0.104091   0.381995
  0.104091   0.485293
  0.104091   0.455067
  0.104091   0.496772
  0.104242   0.483106
